InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
542739,21991,Bakery,1,05-01-2021 16:50,2.51,,Mumbai,19.548,410.508,Male,Ewallet
542740,22371,Bakery,1,05-01-2021 16:50,4.21,,Mumbai,24.945,523.845,Male,Cash
542741,22374,Bakery,1,05-01-2021 16:50,4.21,,Mumbai,18.852,395.892,Male,Cash
542742,22377,Snacks,4,05-01-2021 16:50,1.66,,Mumbai,10.226,214.746,Male,Credit card
542743,22378,Fruits & Veggies,8,05-01-2021 16:50,1.66,,Mumbai,7.272,152.712,Male,Cash
542744,22381,Food Grains,1,05-01-2021 16:50,4.21,,Mumbai,9.909,208.089,Male,Cash
542745,22411,Beverages,1,05-01-2021 16:50,4.21,,Mumbai,4.935,103.635,Male,Credit card
542746,22417,Fruits & Veggies,3,05-01-2021 16:50,1.28,,Mumbai,19.255,404.355,Male,Cash
542747,22438,Oil & Masala,3,05-01-2021 16:50,1.66,,Mumbai,2.348,49.308,Male,Credit card
542748,22446,Food Grains,1,05-01-2021 16:50,2.51,,Mumbai,3.675,77.175,Male,Ewallet
542749,22023,Beverages,1,05-01-2021 16:50,0.85,,Mumbai,7.1125,149.3625,Female,Credit card
542750,22031,Fruits & Veggies,1,05-01-2021 16:50,0.43,,Mumbai,34.38,721.98,Male,Ewallet
542751,21976,Beverages,3,05-01-2021 16:50,1.28,,Mumbai,17.385,365.085,Female,Cash
542752,21916,Food Grains,1,05-01-2021 16:50,0.85,,Mumbai,7.1475,150.0975,Female,Credit card
542753,21934,"Eggs, Meat & Fish",3,05-01-2021 16:50,1.66,,Mumbai,19.269,404.649,Female,Credit card
542754,21935,"Eggs, Meat & Fish",5,05-01-2021 16:50,1.66,,Mumbai,7.2135,151.4835,Male,Credit card
542755,21949,Oil & Masala,1,05-01-2021 16:50,1.28,,Mumbai,19.5895,411.3795,Female,Ewallet
542756,21883,Beverages,5,05-01-2021 16:50,0.43,,Mumbai,26.915,565.215,Female,Cash
542757,21884,Snacks,1,05-01-2021 16:50,0.43,,Mumbai,24.2575,509.4075,Female,Ewallet
542758,21803,Food Grains,3,05-01-2021 16:50,0.43,,Mumbai,6.6975,140.6475,Male,Cash
542759,21820,Food Grains,1,05-01-2021 16:50,7.62,,Mumbai,35.0685,736.4385,Female,Ewallet
542760,21846,Oil & Masala,5,05-01-2021 16:50,1.66,,Mumbai,3.5975,75.5475,Male,Cash
542761,21849,Bakery,1,05-01-2021 16:50,1.66,,Mumbai,35.7,749.7,Female,Cash
542762,21879,Beverages,2,05-01-2021 16:50,0.43,,Mumbai,9.107,191.247,Male,Cash
542763,21880,Snacks,10,05-01-2021 16:50,0.43,,Mumbai,6.75,141.75,Female,Credit card
542764,21775,"Eggs, Meat & Fish",4,05-01-2021 16:50,1.28,,Mumbai,49.65,1042.65,Female,Credit card
542765,21801,Oil & Masala,3,05-01-2021 16:50,0.43,,Mumbai,18.0915,379.9215,Male,Cash
542766,21025,Fruits & Veggies,1,05-01-2021 16:50,0.85,,Mumbai,19.1555,402.2655,Female,Credit card
542767,21028,"Eggs, Meat & Fish",1,05-01-2021 16:50,0.85,,Mumbai,12.15,255.15,Male,Cash
542768,21033,Fruits & Veggies,4,05-01-2021 16:50,2.51,,Mumbai,1.512,31.752,Female,Cash
542769,21043,Beverages,1,05-01-2021 16:50,4.21,,Mumbai,17.828,374.388,Female,Credit card
542770,21051,Oil & Masala,3,05-01-2021 16:50,1.66,,Mumbai,18.775,394.275,Female,Credit card
542771,21107,"Eggs, Meat & Fish",1,05-01-2021 16:50,5.91,,Mumbai,47.72,1002.12,Female,Cash
542772,21108,"Eggs, Meat & Fish",2,05-01-2021 16:50,5.06,,Mumbai,4.125,86.625,Male,Ewallet
542773,21109,Bakery,1,05-01-2021 16:50,4.21,,Mumbai,3.7485,78.7185,Male,Cash
542774,21110,Bakery,8,05-01-2021 16:50,4.21,,Mumbai,32.384,680.064,Male,Credit card
542775,21111,Bakery,1,05-01-2021 16:50,2.51,,Mumbai,37.788,793.548,Female,Cash
542776,21112,Snacks,2,05-01-2021 16:50,2.51,,Mumbai,9.979,209.559,Male,Ewallet
542777,21114,Oil & Masala,1,05-01-2021 16:50,11.02,,Mumbai,21.966,461.286,Male,Cash
542778,22250,Oil & Masala,2,05-01-2021 16:50,0.81,,Mumbai,8.248,173.208,Female,Cash
542779,22255,Fruits & Veggies,1,05-01-2021 16:50,1.66,,Mumbai,16.336,343.056,Female,Cash
542780,22258,Beverages,2,05-01-2021 16:50,0.85,,Mumbai,23.094,484.974,Female,Cash
542781,22259,Oil & Masala,2,05-01-2021 16:50,0.85,,Mumbai,13.188,276.948,Male,Cash
542782,22263,Oil & Masala,1,05-01-2021 16:50,0.81,,Mumbai,7.18,150.78,Female,Cash
542783,22279,Snacks,4,05-01-2021 16:50,0.85,,Mumbai,9.675,203.175,Male,Credit card
542784,22280,Food Grains,3,05-01-2021 16:50,0.85,,Mumbai,9.191,193.011,Female,Cash
542785,22294,Fruits & Veggies,1,05-01-2021 16:50,2.51,,Mumbai,6.096,128.016,Female,Credit card
542786,22315,Food Grains,2,05-01-2021 16:50,2.51,,Mumbai,21.033,441.693,Female,Ewallet
542787,22322,Fruits & Veggies,8,05-01-2021 16:50,0.81,,Mumbai,12.624,265.104,Male,Cash
542788,22325,Snacks,2,05-01-2021 16:50,3.36,,Mumbai,16.7725,352.2225,Female,Credit card
542789,22342,"Eggs, Meat & Fish",1,05-01-2021 16:50,1.66,,Mumbai,24.175,507.675,Female,Ewallet
542790,84596F,"Eggs, Meat & Fish",3,05-01-2021 16:50,0.85,,Mumbai,15.921,334.341,Female,Credit card
542791,84596G,Oil & Masala,6,05-01-2021 16:50,0.85,,Mumbai,33.4215,701.8515,Male,Ewallet
542792,84596J,Snacks,1,05-01-2021 16:50,0.85,,Mumbai,19.396,407.316,Male,Ewallet
542793,84596L,"Eggs, Meat & Fish",2,05-01-2021 16:50,0.85,,Mumbai,4.73,99.33,Female,Credit card
542794,84692,Bakery,8,05-01-2021 16:50,0.85,,Mumbai,16.466,345.786,Male,Credit card
542795,84707A,Beverages,4,05-01-2021 16:50,5.91,,Mumbai,2.661,55.881,Female,Cash
542796,84748,Food Grains,2,05-01-2021 16:50,2.51,,Mumbai,24.9225,523.3725,Female,Cash
542797,84836,Food Grains,1,05-01-2021 16:50,2.51,,Mumbai,14.978,314.538,Female,Ewallet
542798,84846A,Oil & Masala,1,05-01-2021 16:50,4.21,,Mumbai,10.235,214.935,Female,Ewallet
542799,84870B,Beverages,1,05-01-2021 16:50,2.51,,Mumbai,3.791,79.611,Male,Cash
542800,84870C,"Eggs, Meat & Fish",1,05-01-2021 16:50,2.51,,Mumbai,14.031,294.651,Male,Cash
542801,84913B,"Eggs, Meat & Fish",2,05-01-2021 16:50,3.36,,Mumbai,16.16,339.36,Female,Credit card
542802,84931A,Snacks,3,05-01-2021 16:50,1.66,,Mumbai,24.3315,510.9615,Female,Ewallet
542812,84951A,"Eggs, Meat & Fish",1,05-01-2021 16:50,1.66,,Mumbai,6.377,133.917,Male,Credit card
542804,84951B,"Eggs, Meat & Fish",2,05-01-2021 16:50,1.66,,Mumbai,12.072,253.512,Female,Cash
542805,84968A,Beverages,2,05-01-2021 16:50,8.47,,Mumbai,18.975,398.475,Female,Cash
542806,84968C,Snacks,6,05-01-2021 16:50,8.47,,Mumbai,3.841,80.661,Male,Ewallet
542807,84968F,Food Grains,2,05-01-2021 16:50,8.47,,Mumbai,26.13,548.73,Female,Credit card
542808,84969,Snacks,1,05-01-2021 16:50,3.36,,Mumbai,3.987,83.727,Female,Ewallet
542809,84987,Oil & Masala,3,05-01-2021 16:50,2.98,,Mumbai,19.375,406.875,Female,Ewallet
542810,84991,Beverages,3,05-01-2021 16:50,1.28,,Mumbai,13.5675,284.9175,Female,Ewallet
542811,84992,Snacks,2,05-01-2021 16:50,1.28,,Mumbai,6.1155,128.4255,Male,Cash
542812,85032D,"Eggs, Meat & Fish",1,05-01-2021 16:50,1.66,,Mumbai,12.318,258.678,Female,Credit card
542813,85034B,Beverages,1,05-01-2021 16:50,3.36,,Mumbai,8.658,181.818,Male,Cash
542814,22713,"Eggs, Meat & Fish",1,05-01-2021 16:50,0.85,,Mumbai,11.829,248.409,Female,Credit card
542815,22718,Oil & Masala,2,05-01-2021 16:50,0.85,,Mumbai,9.244,194.124,Male,Credit card
542816,22722,Oil & Masala,1,05-01-2021 16:50,8.47,,Mumbai,0.699,14.679,Male,Ewallet
542817,22814,Beverages,1,05-01-2021 16:50,0.85,,Mumbai,9.9375,208.6875,Female,Ewallet
542818,22817,Snacks,5,05-01-2021 16:50,0.43,,Mumbai,34.2265,718.7565,Female,Ewallet
542819,22819,Fruits & Veggies,6,05-01-2021 16:50,0.43,,Mumbai,13.452,282.492,Male,Credit card
542820,22834,Bakery,2,05-01-2021 16:50,1.66,,Mumbai,3.4475,72.3975,Male,Credit card
542821,22909,Fruits & Veggies,6,05-01-2021 16:50,1.66,,Mumbai,13.742,288.582,Female,Cash
542822,22910,Food Grains,2,05-01-2021 16:50,5.91,,Mumbai,11.306,237.426,Female,Ewallet
542823,22949,Snacks,3,05-01-2021 16:50,2.98,,Mumbai,5.955,125.055,Female,Ewallet
542824,22951,"Eggs, Meat & Fish",3,05-01-2021 16:50,1.28,,Mumbai,17.105,359.205,Female,Cash
542825,22952,Bakery,4,05-01-2021 16:50,1.28,,Mumbai,2.187,45.927,Male,Ewallet
542826,22962,"Eggs, Meat & Fish",1,05-01-2021 16:50,1.66,,Mumbai,5.2425,110.0925,Male,Cash
542827,22970,Bakery,1,05-01-2021 16:50,5.06,,Mumbai,3.876,81.396,Male,Ewallet
542828,35646,Oil & Masala,1,05-01-2021 16:50,2.51,,Mumbai,20.372,427.812,Male,Ewallet
542829,35648,Food Grains,2,05-01-2021 16:50,1.66,,Mumbai,4.8055,100.9155,Male,Ewallet
542830,35957,Fruits & Veggies,5,05-01-2021 16:50,1.66,,Mumbai,9.076,190.596,Female,Credit card
542831,35971,Snacks,1,05-01-2021 16:50,2.51,,Mumbai,4.0755,85.5855,Female,Ewallet
542832,37342,Fruits & Veggies,4,05-01-2021 16:50,2.51,,Mumbai,5.722,120.162,Female,Ewallet
542833,46118,"Eggs, Meat & Fish",1,05-01-2021 16:50,3.36,,Mumbai,8.827,185.367,Female,Cash
542834,47504H,"Eggs, Meat & Fish",1,05-01-2021 16:50,3.36,,Mumbai,5.79,121.59,Female,Ewallet
542835,47504K,Bakery,1,05-01-2021 16:50,3.36,,Mumbai,12.6075,264.7575,Female,Cash
542836,47563A,"Eggs, Meat & Fish",1,05-01-2021 16:50,3.36,,Mumbai,48.605,1020.705,Female,Credit card
542837,70006,Food Grains,1,05-01-2021 16:50,1.66,,Mumbai,10.168,213.528,Male,Credit card
542838,79190D,"Eggs, Meat & Fish",1,05-01-2021 16:50,0.85,,Mumbai,0.814,17.094,Male,Cash
542839,82613C,Food Grains,1,05-01-2021 16:50,0.85,,Mumbai,18.2745,383.7645,Male,Cash
542840,82613D,Beverages,1,05-01-2021 16:50,0.85,,Mumbai,18.6095,390.7995,Male,Cash
542841,84012,Snacks,2,05-01-2021 16:50,1.66,,Mumbai,3.1305,65.7405,Female,Credit card
542842,84032A,"Eggs, Meat & Fish",1,05-01-2021 16:50,3.36,,Mumbai,16.8175,353.1675,Male,Cash
542843,84032B,Bakery,1,05-01-2021 16:50,3.36,,Mumbai,45.325,951.825,Female,Ewallet
542844,84086C,Snacks,1,05-01-2021 16:50,2.51,,Mumbai,6.908,145.068,Male,Credit card
542845,84251B,Beverages,3,05-01-2021 16:50,0.43,,Mumbai,4.327,90.867,Male,Ewallet
542846,84251C,Fruits & Veggies,4,05-01-2021 16:50,0.43,,Mumbai,7.038,147.798,Female,Ewallet
542847,84251G,Beverages,1,05-01-2021 16:50,0.43,,Mumbai,33.439,702.219,Male,Credit card
542848,84347,Fruits & Veggies,2,05-01-2021 16:50,5.06,,Mumbai,2.372,49.812,Female,Credit card
542849,84509A,Snacks,2,05-01-2021 16:50,3.36,,Mumbai,44.658,937.818,Male,Ewallet
542850,84509B,Bakery,2,05-01-2021 16:50,3.36,,Mumbai,16.586,348.306,Male,Ewallet
542851,84509G,"Eggs, Meat & Fish",1,05-01-2021 16:50,3.36,,Mumbai,10.197,214.137,Male,Credit card
542852,84563A,Bakery,1,05-01-2021 16:50,4.21,,Mumbai,3.408,71.568,Male,Ewallet
542853,84563B,Fruits & Veggies,1,05-01-2021 16:50,4.21,,Mumbai,16.344,343.224,Female,Credit card
542854,84569A,Bakery,1,05-01-2021 16:50,0.85,,Mumbai,4.36,91.56,Male,Cash
542855,84569D,Food Grains,1,05-01-2021 16:50,0.85,,Mumbai,35.372,742.812,Female,Credit card
542856,84596B,Food Grains,2,05-01-2021 16:50,0.85,,Mumbai,40.1445,843.0345,Female,Credit card
542857,84596E,"Eggs, Meat & Fish",1,05-01-2021 16:50,0.85,,Mumbai,0.639,13.419,Male,Ewallet
542858,22214,Fruits & Veggies,1,05-01-2021 16:50,1.66,,Mumbai,6.685,140.385,Female,Cash
542859,22216,Oil & Masala,4,05-01-2021 16:50,0.81,,Mumbai,0.9575,20.1075,Female,Credit card
542860,22219,"Eggs, Meat & Fish",1,05-01-2021 16:50,1.66,,Mumbai,13.83,290.43,Male,Credit card
542861,22222,Oil & Masala,3,05-01-2021 16:50,4.21,,Mumbai,6.861,144.081,Male,Credit card
542862,22242,Bakery,1,05-01-2021 16:50,3.36,,Mumbai,1.3535,28.4235,Female,Credit card
542863,22244,Snacks,1,05-01-2021 16:50,4.21,,Mumbai,1.956,41.076,Female,Credit card
542864,22245,Fruits & Veggies,1,05-01-2021 16:50,1.66,,Mumbai,22.413,470.673,Female,Cash
542865,22248,Fruits & Veggies,1,05-01-2021 16:50,0.81,,Mumbai,6.603,138.663,Male,Cash
542866,21154,Snacks,2,05-01-2021 16:50,2.51,,Mumbai,15.9025,333.9525,Female,Ewallet
542867,21707,Snacks,1,05-01-2021 16:50,3.36,,Mumbai,1.25,26.25,Male,Ewallet
542868,21709,Snacks,1,05-01-2021 16:50,3.36,,Mumbai,4.154,87.234,Male,Cash
542869,21719,Food Grains,1,05-01-2021 16:50,1.66,,Mumbai,7.39,155.19,Female,Cash
542870,21773,"Eggs, Meat & Fish",5,05-01-2021 16:50,1.28,,Mumbai,34.83,731.43,Female,Credit card
542871,21650,Oil & Masala,3,05-01-2021 16:50,0.43,,Mumbai,39.695,833.595,Male,Cash
542872,21631,Food Grains,1,05-01-2021 16:50,8.47,,Mumbai,23.285,488.985,Female,Cash
542873,22452,Snacks,1,05-01-2021 16:50,1.66,,Mumbai,1.7945,37.6845,Male,Credit card
542874,22457,Oil & Masala,2,05-01-2021 16:50,5.91,,Mumbai,10.13,212.73,Male,Cash
542875,22470,Food Grains,1,05-01-2021 16:50,5.91,,Mumbai,36.525,767.025,Female,Credit card
542876,22477,"Eggs, Meat & Fish",1,05-01-2021 16:50,2.51,,Mumbai,14.79,310.59,Female,Cash
542877,22478,"Eggs, Meat & Fish",1,05-01-2021 16:50,2.51,,Mumbai,1.131,23.751,Female,Cash
542878,22479,Fruits & Veggies,1,05-01-2021 16:50,2.51,,Mumbai,12.835,269.535,Male,Credit card
542879,22481,Snacks,4,05-01-2021 16:50,0.85,,Mumbai,27.275,572.775,Female,Credit card
542880,22487,"Eggs, Meat & Fish",1,05-01-2021 16:50,20.38,,Mumbai,13.0025,273.0525,Female,Credit card
542881,22550,Fruits & Veggies,1,05-01-2021 16:50,7.62,,Mumbai,11.106,233.226,Male,Cash
542882,22557,Bakery,1,05-01-2021 16:50,3.36,,Mumbai,1.079,22.659,Male,Ewallet
542883,22558,Fruits & Veggies,1,05-01-2021 16:50,2.51,,Mumbai,4.942,103.782,Female,Cash
542884,22670,Fruits & Veggies,1,05-01-2021 16:50,2.51,,Mumbai,25.131,527.751,Female,Ewallet
542885,21555,Beverages,1,05-01-2021 16:50,2.51,,Mumbai,8.01,168.21,Female,Cash
542886,21171,Fruits & Veggies,1,05-01-2021 16:50,3.36,,Mumbai,21.565,452.865,Male,Credit card
542887,21270,Beverages,1,05-01-2021 16:50,8.47,,Mumbai,29.028,609.588,Male,Cash
542888,21314,Fruits & Veggies,1,05-01-2021 16:50,4.21,,Mumbai,16.11,338.31,Female,Cash
542889,21385,Fruits & Veggies,1,05-01-2021 16:50,1.66,,Mumbai,9.777,205.317,Male,Credit card
542890,21389,Fruits & Veggies,1,05-01-2021 16:50,1.66,,Mumbai,8.315,174.615,Female,Credit card
542891,21466,Food Grains,1,05-01-2021 16:50,7.62,,Mumbai,16.814,353.094,Male,Ewallet
542892,21467,Beverages,1,05-01-2021 16:50,7.62,,Mumbai,17.185,360.885,Male,Ewallet
542893,21485,Bakery,1,05-01-2021 16:50,11.02,,Mumbai,1.93,40.53,Male,Ewallet
542894,21494,Snacks,1,05-01-2021 16:50,1.66,,Mumbai,26.388,554.148,Male,Cash
542895,10135,Beverages,4,05-01-2021 16:50,1.28,,Mumbai,16.4,344.4,Female,Cash
542896,15034,Bakery,1,05-01-2021 16:50,0.85,,Mumbai,9.285,194.985,Male,Ewallet
542897,20616,Oil & Masala,1,05-01-2021 16:50,1.66,,Mumbai,30.19,633.99,Male,Cash
542898,20618,Fruits & Veggies,1,05-01-2021 16:50,1.66,,Mumbai,18.49,388.29,Female,Credit card
542899,20652,Oil & Masala,2,05-01-2021 16:50,0.85,,Mumbai,9.898,207.858,Female,Ewallet
542900,20655,Beverages,1,05-01-2021 16:50,0.85,,Mumbai,20.545,431.445,Female,Cash
542901,20663,Snacks,1,05-01-2021 16:50,2.51,,Mumbai,7.43,156.03,Male,Ewallet
542902,20717,Beverages,11,05-01-2021 16:50,0.85,,Mumbai,1.148,24.108,Male,Cash
542912,20719,Food Grains,1,05-01-2021 16:50,1.66,,Mumbai,34.956,734.076,Female,Ewallet
542904,20724,Bakery,1,05-01-2021 16:50,1.66,,Mumbai,3.47,72.87,Female,Ewallet
542905,20832,Beverages,1,05-01-2021 16:50,0.81,,Mumbai,9.83,206.43,Female,Credit card
542906,35957,Bakery,35,05-01-2021 17:21,0,,Mumbai,10.128,212.688,Female,Ewallet
542907,22222,Oil & Masala,1,05-01-2021 17:33,4.95,12748,Mumbai,6.06,127.26,Female,Credit card
542908,22189,Oil & Masala,4,05-01-2021 17:33,3.95,12748,Mumbai,9.989,209.769,Male,Ewallet
542909,47590A,Snacks,1,05-01-2021 17:33,5.45,12748,Mumbai,30.368,637.728,Male,Cash
542910,47566B,Beverages,2,05-01-2021 17:33,4.65,12748,Mumbai,6.322,132.762,Female,Cash
542911,22128,"Eggs, Meat & Fish",12,05-01-2021 17:33,1.25,12748,Mumbai,27.072,568.512,Female,Cash
542912,85123A,Food Grains,6,05-01-2021 17:33,2.95,12748,Mumbai,4.9065,103.0365,Female,Cash
542913,22129,Oil & Masala,12,05-01-2021 17:33,0.85,12748,Mumbai,20.608,432.768,Female,Cash
542914,22127,Food Grains,12,05-01-2021 17:33,1.25,12748,Mumbai,3.6985,77.6685,Male,Credit card
542915,22766,Oil & Masala,4,05-01-2021 17:33,2.95,12748,Mumbai,1.595,33.495,Female,Ewallet
542916,22457,Snacks,12,05-01-2021 17:33,2.95,12748,Mumbai,6.94,145.74,Male,Ewallet
542917,21361,"Eggs, Meat & Fish",3,05-01-2021 17:33,12.75,12748,Mumbai,9.331,195.951,Female,Cash
542918,22767,Bakery,4,05-01-2021 17:33,9.95,12748,Mumbai,4.4225,92.8725,Male,Credit card
542919,22768,Snacks,2,05-01-2021 17:33,9.95,12748,Mumbai,9.672,203.112,Male,Ewallet
542920,20914,Bakery,96,06-01-2021 08:52,2.55,14045,Mumbai,7.275,152.775,Female,Cash
542921,37449,Beverages,36,06-01-2021 08:52,8.5,14045,Mumbai,25.215,529.515,Female,Credit card
542922,21156,Food Grains,80,06-01-2021 08:52,1.65,14045,Mumbai,15.3225,321.7725,Male,Cash
542923,10135,Bakery,40,06-01-2021 09:00,0.42,18226,Mumbai,4.785,100.485,Female,Credit card
542924,21876,Fruits & Veggies,36,06-01-2021 09:00,0.42,18226,Mumbai,31.759,666.939,Female,Credit card
542925,22342,Fruits & Veggies,24,06-01-2021 09:00,0.85,18226,Mumbai,10.7275,225.2775,Female,Ewallet
542926,22377,Fruits & Veggies,40,06-01-2021 09:00,0.85,18226,Mumbai,18.998,398.958,Female,Ewallet
542927,22609,Beverages,36,06-01-2021 09:00,0.21,18226,Mumbai,34.8425,731.6925,Male,Cash
542928,22608,Food Grains,36,06-01-2021 09:00,0.21,18226,Mumbai,20.4365,429.1665,Male,Credit card
542929,22610,Beverages,36,06-01-2021 09:00,0.21,18226,Mumbai,2.5735,54.0435,Female,Ewallet
542930,82613C,Bakery,20,06-01-2021 09:00,0.42,18226,Mumbai,13.715,288.015,Male,Ewallet
542931,82613D,Snacks,20,06-01-2021 09:00,0.42,18226,Mumbai,9.8475,206.7975,Male,Credit card
542932,84823,Bakery,2,06-01-2021 09:00,7.95,18226,Mumbai,3.473,72.933,Male,Ewallet
542933,22720,Bakery,6,06-01-2021 09:00,4.95,18226,Mumbai,17.98,377.58,Male,Credit card
542934,22722,Oil & Masala,8,06-01-2021 09:00,3.95,18226,Mumbai,6.8565,143.9865,Female,Credit card
542935,85123A,Bakery,12,06-01-2021 09:00,2.95,18226,Mumbai,24.951,523.971,Female,Cash
542936,21948,"Eggs, Meat & Fish",12,06-01-2021 09:00,1.25,18226,Mumbai,11.232,235.872,Female,Credit card
542937,22926,Bakery,4,06-01-2021 09:00,5.95,18226,Mumbai,6.287,132.027,Male,Cash
542938,22699,Fruits & Veggies,6,06-01-2021 09:00,2.95,18226,Mumbai,24.513,514.773,Male,Credit card
542939,21622,Snacks,4,06-01-2021 09:00,4.95,18226,Mumbai,22.8525,479.9025,Female,Ewallet
542940,21623,Oil & Masala,2,06-01-2021 09:00,9.95,18226,Mumbai,7.842,164.682,Male,Credit card
542941,22960,"Eggs, Meat & Fish",6,06-01-2021 09:00,4.25,18226,Mumbai,5.986,125.706,Male,Ewallet
542942,22961,Fruits & Veggies,12,06-01-2021 09:00,1.45,18226,Mumbai,27.18,570.78,Female,Credit card
542943,22782,Snacks,4,06-01-2021 09:00,9.95,18226,Mumbai,44.1405,926.9505,Male,Cash
542944,21781,"Eggs, Meat & Fish",2,06-01-2021 09:40,14.95,13097,Mumbai,7.629,160.209,Male,Ewallet
542945,22763,Food Grains,2,06-01-2021 09:40,9.95,13097,Mumbai,34.672,728.112,Male,Credit card
542946,21547,"Eggs, Meat & Fish",6,06-01-2021 09:40,2.95,13097,Mumbai,11.475,240.975,Male,Ewallet
542947,21745,Fruits & Veggies,8,06-01-2021 09:40,3.75,13097,Mumbai,7.3395,154.1295,Female,Ewallet
542948,22690,Fruits & Veggies,2,06-01-2021 09:40,7.95,13097,Mumbai,7.08,148.68,Female,Ewallet
542949,82567,Oil & Masala,6,06-01-2021 09:40,2.1,13097,Mumbai,5.8345,122.5245,Male,Ewallet
542950,21259,Food Grains,4,06-01-2021 09:40,5.95,13097,Mumbai,3.698,77.658,Female,Credit card
542951,22846,Food Grains,2,06-01-2021 09:40,16.95,13097,Mumbai,4.897,102.837,Male,Ewallet
542952,22849,"Eggs, Meat & Fish",2,06-01-2021 09:40,16.95,13097,Mumbai,14.61,306.81,Female,Credit card
542953,22848,Beverages,2,06-01-2021 09:40,16.95,13097,Mumbai,26.244,551.124,Female,Ewallet
542954,22200,Snacks,4,06-01-2021 09:40,4.25,13097,Mumbai,4.602,96.642,Male,Ewallet
542955,22842,Food Grains,2,06-01-2021 09:40,6.75,13097,Mumbai,3.794,79.674,Male,Credit card
542956,22843,Food Grains,2,06-01-2021 09:40,6.75,13097,Mumbai,4.036,84.756,Female,Credit card
542957,84692,Bakery,25,06-01-2021 09:40,0.42,13097,Mumbai,5.631,118.251,Male,Credit card
542958,21232,"Eggs, Meat & Fish",12,06-01-2021 09:40,1.25,13097,Mumbai,3.56,74.76,Female,Credit card
542959,21658,Food Grains,4,06-01-2021 09:40,3.95,13097,Mumbai,7.762,163.002,Male,Ewallet
542960,22776,Oil & Masala,3,06-01-2021 09:40,9.95,13097,Mumbai,14.71,308.91,Female,Ewallet
542961,22423,Fruits & Veggies,3,06-01-2021 09:40,12.75,13097,Mumbai,27.4275,575.9775,Male,Credit card
542962,21507,Oil & Masala,24,06-01-2021 09:40,0.42,13097,Mumbai,12.885,270.585,Female,Cash
542963,21508,Oil & Masala,24,06-01-2021 09:40,0.42,13097,Mumbai,19.818,416.178,Female,Cash
542964,21509,Oil & Masala,24,06-01-2021 09:40,0.42,13097,Mumbai,8.5905,180.4005,Male,Ewallet
542965,21314,Bakery,8,06-01-2021 09:40,2.1,13097,Mumbai,24.4395,513.2295,Female,Cash
542966,22364,"Eggs, Meat & Fish",6,06-01-2021 09:40,2.95,13097,Mumbai,26.208,550.368,Female,Cash
542967,22472,Beverages,3,06-01-2021 09:40,4.95,13097,Mumbai,6.663,139.923,Male,Credit card
542968,22035,"Eggs, Meat & Fish",24,06-01-2021 09:40,0.42,13097,Mumbai,6.762,142.002,Male,Cash
542969,22984,Beverages,12,06-01-2021 09:40,0.42,13097,Mumbai,5.622,118.062,Male,Credit card
542970,20801,Fruits & Veggies,16,06-01-2021 09:40,0.75,13097,Mumbai,7.204,151.284,Female,Cash
542971,22391,"Eggs, Meat & Fish",12,06-01-2021 09:40,0.85,13097,Mumbai,49.26,1034.46,Female,Ewallet
542972,22471,Beverages,3,06-01-2021 09:40,4.95,13097,Mumbai,12.498,262.458,Male,Ewallet
542973,85054,Beverages,6,06-01-2021 09:40,2.95,13097,Mumbai,10.863,228.123,Female,Ewallet
542974,85014A,"Eggs, Meat & Fish",6,06-01-2021 09:40,5.95,13097,Mumbai,9.711,203.931,Male,Cash
542975,85014B,Bakery,6,06-01-2021 09:40,5.95,13097,Mumbai,44.6,936.6,Male,Credit card
542976,84849B,Snacks,12,06-01-2021 09:40,1.69,13097,Mumbai,16.968,356.328,Female,Ewallet
542977,22111,Fruits & Veggies,3,06-01-2021 09:40,4.95,13097,Mumbai,22.353,469.413,Male,Ewallet
542978,21481,Oil & Masala,6,06-01-2021 09:40,2.95,13097,Mumbai,9.925,208.425,Male,Cash
542979,71279,Snacks,6,06-01-2021 09:40,2.95,13097,Mumbai,40.605,852.705,Female,Credit card
542980,37495,Snacks,4,06-01-2021 09:40,3.75,13097,Mumbai,24.665,517.965,Female,Credit card
542981,72801C,Food Grains,12,06-01-2021 09:40,1.25,13097,Mumbai,29.583,621.243,Female,Cash
542982,21875,Bakery,12,06-01-2021 09:40,1.25,13097,Mumbai,27.951,586.971,Female,Credit card
542983,37370,Beverages,12,06-01-2021 09:40,1.25,13097,Mumbai,25.893,543.753,Female,Ewallet
542984,21868,Bakery,12,06-01-2021 09:40,1.25,13097,Mumbai,20.51,430.71,Female,Credit card
542985,22262,Fruits & Veggies,12,06-01-2021 09:57,0.85,13089,Mumbai,13.335,280.035,Male,Cash
542986,22261,Food Grains,12,06-01-2021 09:57,0.85,13089,Mumbai,3.5455,74.4555,Male,Ewallet
542987,22178,"Eggs, Meat & Fish",96,06-01-2021 09:57,1.06,13089,Mumbai,7.239,152.019,Male,Credit card
542988,84949,Beverages,36,06-01-2021 09:57,1.65,13089,Mumbai,21.4775,451.0275,Male,Credit card
542989,84946,"Eggs, Meat & Fish",48,06-01-2021 09:57,1.25,13089,Mumbai,28.4585,597.6285,Male,Ewallet
542990,84947,"Eggs, Meat & Fish",72,06-01-2021 09:57,1.06,13089,Mumbai,12.06,253.26,Male,Cash
