InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
610231,20963,Chicken,6,07-03-2021 17:22,1.25,,Mumbai,14.2555,299.3655,Female,Ewallet
610232,84375,Edible Oil & Ghee,4,07-03-2021 17:22,2.1,,Mumbai,2.619,54.999,Male,Cash
610233,21212,Fresh Fruits,24,07-03-2021 17:22,0.55,,Mumbai,9.635,202.335,Male,Ewallet
610234,22980,Organic Vegetables,3,07-03-2021 17:22,1.65,,Mumbai,13.389,281.169,Male,Credit card
610235,22993,Spices,6,07-03-2021 17:22,1.25,,Mumbai,27.935,586.635,Male,Cash
610236,21448,Noodles,6,07-03-2021 17:22,1.65,,Mumbai,8.766,184.086,Female,Ewallet
610237,84947,Eggs,6,07-03-2021 17:23,1.25,15869,Mumbai,7.791,163.611,Male,Cash
610238,22464,Mutton,6,07-03-2021 17:23,1.65,15869,Mumbai,3.015,63.315,Male,Cash
610239,21324,Fresh Fruits,4,07-03-2021 17:23,2.95,15869,Mumbai,3.947,82.887,Female,Credit card
610240,22178,Chicken,6,07-03-2021 17:23,1.25,15869,Mumbai,1.487,31.227,Female,Credit card
610241,71459,Edible Oil & Ghee,24,07-03-2021 17:23,0.85,15869,Mumbai,1.066,22.386,Male,Cash
610242,22784,Soft Drinks,1,07-03-2021 17:23,4.95,15869,Mumbai,14.067,295.407,Male,Credit card
610243,84760S,Health Drinks,1,07-03-2021 17:23,1.45,15869,Mumbai,3.663,76.923,Male,Ewallet
610244,22784,Cookies,2,07-03-2021 17:23,4.95,15869,Mumbai,1.119,23.499,Female,Credit card
610245,84760S,Health Drinks,4,07-03-2021 17:23,1.45,15869,Mumbai,32.796,688.716,Female,Cash
610246,22224,Organic Staples,3,07-03-2021 17:23,2.95,15869,Mumbai,29.73,624.33,Female,Cash
610247,20718,Health Drinks,2,07-03-2021 17:30,1.25,17817,Mumbai,3.705,77.805,Male,Cash
610248,84593,Fresh Vegetables,2,07-03-2021 17:30,2.95,17817,Mumbai,9.848,206.808,Female,Ewallet
610249,84029E,Organic Vegetables,1,07-03-2021 17:30,3.75,17817,Mumbai,18.6165,390.9465,Male,Ewallet
610250,22838,Edible Oil & Ghee,1,07-03-2021 17:30,14.95,17817,Mumbai,26.395,554.295,Female,Ewallet
610251,22193,Chocolates,1,07-03-2021 17:30,8.5,17817,Mumbai,23.9875,503.7375,Female,Ewallet
610252,22488,Health Drinks,3,07-03-2021 17:30,1.65,17817,Mumbai,16.4295,345.0195,Female,Cash
610253,21377,Chicken,3,07-03-2021 17:30,1.65,17817,Mumbai,8.448,177.408,Male,Cash
610254,21736,Atta & Flour,6,07-03-2021 17:30,2.1,17817,Mumbai,5.662,118.902,Female,Cash
610255,84593,Cookies,3,07-03-2021 17:30,2.95,17817,Mumbai,17.277,362.817,Male,Cash
610256,20762,Masalas,1,07-03-2021 17:30,3.75,17817,Mumbai,21.4335,450.1035,Female,Cash
610257,21654,Fish,1,07-03-2021 17:30,1.45,17817,Mumbai,4.3135,90.5835,Female,Ewallet
610258,22305,Masalas,1,07-03-2021 17:30,2.55,17817,Mumbai,1.276,26.796,Male,Ewallet
610259,22826,Fresh Fruits,1,07-03-2021 17:42,195,17817,Mumbai,5.076,106.596,Female,Credit card
610260,21662,Soft Drinks,2,07-03-2021 17:52,5.95,15834,Mumbai,17.8745,375.3645,Female,Cash
610261,22899,Soft Drinks,3,07-03-2021 17:52,2.1,15834,Mumbai,11.9385,250.7085,Female,Cash
610262,20758,Cakes,9,07-03-2021 17:52,0.85,15834,Mumbai,5.0715,106.5015,Male,Ewallet
610263,21328,Edible Oil & Ghee,2,07-03-2021 17:52,1.65,15834,Mumbai,36.212,760.452,Male,Credit card
610264,22991,Fish,3,07-03-2021 17:52,1.95,15834,Mumbai,6.282,131.922,Female,Ewallet
610265,22088,Fish,1,07-03-2021 17:52,2.95,15834,Mumbai,3.6465,76.5765,Male,Credit card
610266,20764,Noodles,1,07-03-2021 17:52,3.75,15834,Mumbai,12.918,271.278,Male,Ewallet
610267,20765,Noodles,1,07-03-2021 17:52,3.75,15834,Mumbai,8.687,182.427,Male,Credit card
610268,20775,Soft Drinks,1,07-03-2021 17:52,1.65,15834,Mumbai,2.825,59.325,Male,Ewallet
610269,20760,Masalas,1,07-03-2021 17:52,0.85,15834,Mumbai,10.715,225.015,Female,Cash
610270,20775,Chicken,1,07-03-2021 17:52,1.65,15834,Mumbai,26.718,561.078,Male,Cash
610271,20759,Dals & Pulses,6,07-03-2021 17:52,0.85,15834,Mumbai,4.658,97.818,Male,Credit card
610272,20774,Organic Fruits,2,07-03-2021 17:52,1.65,15834,Mumbai,26.104,548.184,Male,Ewallet
610273,20758,Biscuits,6,07-03-2021 17:52,0.85,15834,Mumbai,2.6175,54.9675,Male,Cash
610274,20760,Cakes,3,07-03-2021 17:52,0.85,15834,Mumbai,1.9875,41.7375,Male,Cash
610275,20773,Mutton,2,07-03-2021 17:52,1.65,15834,Mumbai,36.008,756.168,Female,Credit card
610276,22084,Cakes,2,07-03-2021 17:52,2.95,15834,Mumbai,4.84,101.64,Female,Ewallet
610277,20761,Organic Staples,1,07-03-2021 17:52,3.75,15834,Mumbai,16.605,348.705,Female,Ewallet
610278,22099,Breads & Buns,1,07-03-2021 17:52,1.25,15834,Mumbai,4.072,85.512,Female,Credit card
610279,22725,Spices,1,07-03-2021 17:52,3.75,15834,Mumbai,15.995,335.895,Male,Credit card
610280,22729,Noodles,1,07-03-2021 17:52,3.75,15834,Mumbai,10.326,216.846,Female,Ewallet
610281,22968,Organic Fruits,1,07-03-2021 17:52,9.95,15834,Mumbai,8.334,175.014,Female,Cash
610282,22311,Organic Staples,1,07-03-2021 17:52,2.95,15834,Mumbai,15.953,335.013,Male,Cash
610283,22314,Eggs,1,07-03-2021 17:52,2.95,15834,Mumbai,4.395,92.295,Male,Ewallet
610284,22312,Rice,2,07-03-2021 17:52,2.95,15834,Mumbai,36.735,771.435,Female,Ewallet
610285,M,Fish,2,07-03-2021 17:52,1.25,15834,Mumbai,4.876,102.396,Female,Ewallet
610286,21658,Organic Fruits,1,07-03-2021 17:52,3.95,15834,Mumbai,38.46,807.66,Male,Ewallet
610287,21467,Chocolates,2,07-03-2021 17:52,3.75,15834,Mumbai,20.915,439.215,Female,Cash
610288,21471,Fresh Fruits,4,07-03-2021 17:52,3.75,15834,Mumbai,23.164,486.444,Female,Cash
610289,85194S,Organic Staples,4,07-03-2021 17:52,0.65,15834,Mumbai,23.1225,485.5725,Female,Credit card
610290,22900,Health Drinks,1,07-03-2021 17:52,2.95,15834,Mumbai,7.095,148.995,Male,Cash
610291,22309,Breads & Buns,1,07-03-2021 17:52,2.55,15834,Mumbai,15.135,317.835,Male,Credit card
610292,22308,Soft Drinks,3,07-03-2021 17:52,2.55,15834,Mumbai,39.664,832.944,Male,Credit card
610293,84279B,Cakes,1,07-03-2021 17:52,3.75,15834,Mumbai,21.259,446.439,Male,Ewallet
610294,16248B,Atta & Flour,2,07-03-2021 17:52,1.25,15834,Mumbai,14.181,297.801,Female,Cash
610295,22722,Spices,2,07-03-2021 17:52,3.95,15834,Mumbai,29.96,629.16,Male,Cash
610296,21841,Health Drinks,1,07-03-2021 17:52,4.25,15834,Mumbai,15.768,331.128,Male,Ewallet
610297,22197,Soft Drinks,6,07-03-2021 17:52,0.85,15834,Mumbai,20.178,423.738,Female,Credit card
610298,84692,Organic Staples,1,07-03-2021 17:52,0.42,15834,Mumbai,9.194,193.074,Male,Ewallet
610299,22359,Eggs,2,07-03-2021 17:52,2.95,15834,Mumbai,6.9325,145.5825,Female,Credit card
610300,22363,Masalas,2,07-03-2021 17:52,2.95,15834,Mumbai,4.0355,84.7455,Male,Cash
610301,22361,Soft Drinks,2,07-03-2021 17:52,2.95,15834,Mumbai,5.832,122.472,Female,Ewallet
610302,22900,Fish,2,07-03-2021 17:52,2.95,15834,Mumbai,15.676,329.196,Female,Cash
610303,22849,Spices,1,07-03-2021 17:52,16.95,15834,Mumbai,42.305,888.405,Male,Credit card
610304,22846,Edible Oil & Ghee,1,07-03-2021 17:52,16.95,15834,Mumbai,20.72,435.12,Female,Credit card
610305,22927,Organic Vegetables,1,07-03-2021 17:52,5.95,15834,Mumbai,7.954,167.034,Female,Ewallet
610306,22925,Masalas,2,07-03-2021 17:52,5.95,15834,Mumbai,24.505,514.605,Female,Credit card
610307,22926,Fresh Vegetables,1,07-03-2021 17:52,5.95,15834,Mumbai,4.3725,91.8225,Female,Credit card
610308,22659,Health Drinks,1,07-03-2021 17:52,1.95,15834,Mumbai,11.226,235.746,Female,Ewallet
610309,84279B,Fish,1,07-03-2021 17:52,3.75,15834,Mumbai,37.248,782.208,Female,Cash
610310,22720,Fresh Vegetables,5,07-03-2021 17:52,4.95,15834,Mumbai,20.536,431.256,Male,Ewallet
610311,84313C,Cookies,1,07-03-2021 17:52,1.95,15834,Mumbai,14.94,313.74,Female,Cash
610312,84313B,Noodles,1,07-03-2021 17:52,1.95,15834,Mumbai,10.647,223.587,Female,Cash
610313,22989,Biscuits,1,07-03-2021 17:52,3.25,15834,Mumbai,2.1425,44.9925,Male,Credit card
610314,37475,Cookies,2,07-03-2021 17:52,9.95,15834,Mumbai,18.934,397.614,Female,Cash
610315,21705,Organic Vegetables,1,07-03-2021 17:52,1.65,15834,Mumbai,10.3455,217.2555,Male,Ewallet
610316,21481,Dals & Pulses,1,07-03-2021 17:52,2.95,15834,Mumbai,3.939,82.719,Female,Ewallet
610317,22084,Mutton,1,07-03-2021 17:52,2.95,15834,Mumbai,16.1055,338.2155,Female,Credit card
610318,22128,Health Drinks,6,07-03-2021 17:52,1.25,15834,Mumbai,4.911,103.131,Female,Cash
610319,22501,Health Drinks,1,07-03-2021 17:52,9.95,15834,Mumbai,1.273,26.733,Female,Credit card
610320,22780,Organic Vegetables,1,07-03-2021 17:52,4.25,15834,Mumbai,29.099,611.079,Female,Credit card
610321,22779,Cakes,1,07-03-2021 17:52,4.25,15834,Mumbai,10.566,221.886,Female,Ewallet
610322,22549,Edible Oil & Ghee,1,07-03-2021 17:52,1.45,15834,Mumbai,2.756,57.876,Female,Ewallet
610323,22499,Health Drinks,4,07-03-2021 17:52,5.95,15834,Mumbai,4.4155,92.7255,Male,Credit card
610324,21878,Soft Drinks,10,07-03-2021 17:52,0.85,15834,Mumbai,17.829,374.409,Female,Credit card
610325,22904,Eggs,2,07-03-2021 17:52,2.95,15834,Mumbai,39.7125,833.9625,Female,Credit card
610326,23127,Organic Staples,1,07-03-2021 17:52,4.95,15834,Mumbai,2.531,53.151,Male,Ewallet
610327,23128,Cookies,1,07-03-2021 17:52,4.95,15834,Mumbai,29.976,629.496,Male,Ewallet
610328,22509,Cookies,1,07-03-2021 17:52,16.95,15834,Mumbai,8.335,175.035,Female,Credit card
610329,21703,Organic Fruits,4,07-03-2021 17:52,0.42,15834,Mumbai,37.22,781.62,Female,Ewallet
610330,21705,Cakes,4,07-03-2021 17:52,1.65,15834,Mumbai,22.428,470.988,Male,Ewallet
610331,21902,Cakes,7,07-03-2021 17:52,0.65,15834,Mumbai,18.945,397.845,Female,Ewallet
610332,21899,Soft Drinks,6,07-03-2021 17:52,0.65,15834,Mumbai,12.858,270.018,Male,Ewallet
610333,21900,Organic Fruits,6,07-03-2021 17:52,0.65,15834,Mumbai,27.6115,579.8415,Female,Ewallet
610334,21901,Mutton,6,07-03-2021 17:52,0.65,15834,Mumbai,22.37,469.77,Female,Cash
610335,22498,Breads & Buns,4,07-03-2021 17:52,5.95,15834,Mumbai,13.8135,290.0835,Female,Cash
610336,22548,Fresh Vegetables,4,07-03-2021 17:52,1.25,15834,Mumbai,17.187,360.927,Female,Ewallet
610337,22549,Soft Drinks,3,07-03-2021 17:52,1.45,15834,Mumbai,13.304,279.384,Male,Ewallet
610338,22570,Breads & Buns,2,07-03-2021 17:52,3.75,15834,Mumbai,44.919,943.299,Male,Cash
610339,23126,Cakes,1,07-03-2021 17:52,4.95,15834,Mumbai,22.84,479.64,Female,Ewallet
610340,22150,Breads & Buns,2,07-03-2021 17:52,1.95,15834,Mumbai,12.6975,266.6475,Male,Credit card
610341,22924,Breads & Buns,6,07-03-2021 17:52,0.85,15834,Mumbai,3.528,74.088,Male,Cash
610342,22923,Organic Staples,6,07-03-2021 17:52,0.85,15834,Mumbai,32.858,690.018,Female,Credit card
610343,22371,Chocolates,1,07-03-2021 17:52,4.25,15834,Mumbai,8.425,176.925,Male,Credit card
610344,22372,Organic Vegetables,1,07-03-2021 17:52,4.25,15834,Mumbai,2.689,56.469,Male,Ewallet
610345,22375,Cakes,1,07-03-2021 17:52,4.25,15834,Mumbai,8.9525,188.0025,Male,Ewallet
610346,22374,Rice,1,07-03-2021 17:52,4.25,15834,Mumbai,10.572,222.012,Female,Ewallet
610347,22376,Cookies,1,07-03-2021 17:52,4.25,15834,Mumbai,5.9865,125.7165,Male,Ewallet
610348,22389,Soft Drinks,2,07-03-2021 17:52,2.55,15834,Mumbai,3.285,68.985,Female,Ewallet
610349,22394,Chocolates,2,07-03-2021 17:52,2.55,15834,Mumbai,12.57,263.97,Female,Ewallet
610350,21461,Chicken,1,07-03-2021 17:52,1.95,15834,Mumbai,4.208,88.368,Female,Cash
610351,22554,Dals & Pulses,2,07-03-2021 17:52,1.65,15834,Mumbai,19.773,415.233,Male,Cash
610352,22551,Breads & Buns,2,07-03-2021 17:52,1.65,15834,Mumbai,14.8995,312.8895,Female,Cash
610353,21026,Breads & Buns,10,07-03-2021 17:52,1.25,15834,Mumbai,22.7205,477.1305,Male,Cash
610354,22147,Edible Oil & Ghee,2,07-03-2021 17:52,1.45,15834,Mumbai,13.806,289.926,Male,Cash
610355,22148,Health Drinks,4,07-03-2021 17:52,1.95,15834,Mumbai,7.9,165.9,Female,Cash
610356,21115,Dals & Pulses,1,07-03-2021 17:52,6.75,15834,Mumbai,44.397,932.337,Female,Cash
610357,21731,Organic Vegetables,3,07-03-2021 17:52,1.65,15834,Mumbai,4.599,96.579,Male,Cash
610358,22780,Biscuits,3,07-03-2021 17:52,4.25,15834,Mumbai,2.089,43.869,Male,Cash
610359,22779,Chocolates,3,07-03-2021 17:52,4.25,15834,Mumbai,0.775,16.275,Female,Credit card
610360,20766,Rice,1,07-03-2021 17:52,3.75,15834,Mumbai,14.523,304.983,Male,Cash
610361,22193,Edible Oil & Ghee,1,07-03-2021 17:52,8.5,15834,Mumbai,3.333,69.993,Male,Credit card
610362,21340,Noodles,1,07-03-2021 17:52,12.75,15834,Mumbai,3.827,80.367,Female,Credit card
610363,84947,Fresh Vegetables,12,07-03-2021 17:52,1.25,15834,Mumbai,14.985,314.685,Female,Ewallet
610364,71459,Organic Staples,24,07-03-2021 17:52,0.85,15834,Mumbai,12.1515,255.1815,Male,Credit card
610365,22099,Noodles,1,07-03-2021 17:52,1.25,15834,Mumbai,2.37,49.77,Female,Cash
610366,85053,Noodles,1,07-03-2021 17:52,2.1,15834,Mumbai,8.6225,181.0725,Female,Credit card
610367,22496,Health Drinks,2,07-03-2021 17:52,2.95,15834,Mumbai,42.315,888.615,Female,Credit card
610368,22495,Chicken,2,07-03-2021 17:52,2.95,15834,Mumbai,12.9185,271.2885,Male,Ewallet
610369,21033,Chocolates,2,07-03-2021 17:52,2.95,15834,Mumbai,30.478,640.038,Male,Cash
610370,20712,Fresh Fruits,2,07-03-2021 17:52,1.95,15834,Mumbai,12.012,252.252,Male,Cash
610371,22663,Health Drinks,1,07-03-2021 17:52,1.95,15834,Mumbai,8.613,180.873,Male,Cash
610372,21936,Chicken,1,07-03-2021 17:52,2.95,15834,Mumbai,4.992,104.832,Male,Credit card
610373,21937,Biscuits,1,07-03-2021 17:52,2.95,15834,Mumbai,14.932,313.572,Female,Cash
610374,20713,Biscuits,2,07-03-2021 17:52,1.95,15834,Mumbai,7.98,167.58,Male,Ewallet
610375,21932,Organic Fruits,3,07-03-2021 17:52,2.95,15834,Mumbai,1.2725,26.7225,Female,Credit card
610376,21933,Organic Fruits,3,07-03-2021 17:52,2.95,15834,Mumbai,3.3885,71.1585,Female,Credit card
610377,20725,Organic Vegetables,1,07-03-2021 17:52,1.65,15834,Mumbai,11.918,250.278,Male,Cash
610378,22662,Organic Staples,1,07-03-2021 17:52,1.65,15834,Mumbai,11.63,244.23,Male,Cash
610379,20726,Cookies,2,07-03-2021 17:52,1.65,15834,Mumbai,43.866,921.186,Female,Ewallet
610380,22382,Fresh Vegetables,1,07-03-2021 17:52,1.65,15834,Mumbai,34.986,734.706,Male,Cash
610381,22605,Organic Staples,4,07-03-2021 17:52,12.75,15834,Mumbai,33.7295,708.3195,Male,Cash
610382,22607,Dals & Pulses,4,07-03-2021 17:52,9.95,15834,Mumbai,15.9275,334.4775,Female,Ewallet
610383,21781,Health Drinks,1,07-03-2021 17:52,14.95,15834,Mumbai,1.476,30.996,Female,Ewallet
610384,22526,Organic Staples,1,07-03-2021 17:52,12.75,15834,Mumbai,24.8,520.8,Male,Credit card
610385,21461,Breads & Buns,1,07-03-2021 17:52,1.95,15834,Mumbai,41.17,864.57,Male,Ewallet
610386,22443,Atta & Flour,1,07-03-2021 17:52,7.95,15834,Mumbai,30.148,633.108,Male,Credit card
610387,22168,Edible Oil & Ghee,1,07-03-2021 17:52,8.5,15834,Mumbai,14.14,296.94,Female,Credit card
610388,84531A,Fish,4,07-03-2021 17:52,0.39,15834,Mumbai,38.3,804.3,Female,Ewallet
610389,84531B,Health Drinks,3,07-03-2021 17:52,0.39,15834,Mumbai,5.803,121.863,Male,Ewallet
610390,22185,Spices,3,07-03-2021 17:52,1.65,15834,Mumbai,8.745,183.645,Male,Ewallet
610391,22358,Atta & Flour,2,07-03-2021 17:52,2.95,15834,Mumbai,3.0475,63.9975,Female,Ewallet
610392,84692,Spices,2,07-03-2021 17:52,0.42,15834,Mumbai,2.0175,42.3675,Male,Ewallet
610393,17109D,Soft Drinks,5,07-03-2021 17:52,1.69,15834,Mumbai,48.69,1022.49,Female,Ewallet
610394,84817,Fresh Fruits,1,07-03-2021 17:52,2.1,15834,Mumbai,1.592,33.432,Male,Cash
610395,21122,Organic Fruits,1,07-03-2021 17:52,1.25,15834,Mumbai,3.291,69.111,Male,Cash
610396,22291,Edible Oil & Ghee,1,07-03-2021 17:52,1.45,15834,Mumbai,30.919,649.299,Female,Cash
610397,21389,Organic Staples,4,07-03-2021 17:52,0.85,15834,Mumbai,14.9,345.9,Female,Cash
610398,21385,Dals & Pulses,2,07-03-2021 17:52,0.85,15834,Mumbai,24.8,67.9,Female,Cash
610399,21383,Cookies,1,07-03-2021 17:52,0.65,15834,Mumbai,30,234.9,Female,Cash
610400,21454,Masalas,1,07-03-2021 17:52,0.85,15834,Mumbai,26.1415,548.9715,Female,Ewallet
610401,85199L,Chocolates,4,07-03-2021 17:52,0.65,15834,Mumbai,3.82,80.22,Female,Cash
610402,85203,Fresh Vegetables,1,07-03-2021 17:52,0.42,15834,Mumbai,16.2155,340.5255,Male,Credit card
610403,35961,Cookies,4,07-03-2021 17:52,0.85,15834,Mumbai,23.288,489.048,Male,Ewallet
610404,22291,Organic Staples,2,07-03-2021 17:52,1.45,15834,Mumbai,30.2085,634.3785,Male,Ewallet
610405,21577,Health Drinks,2,07-03-2021 17:52,2.25,15834,Mumbai,29.8865,627.6165,Male,Ewallet
610406,22726,Cookies,1,07-03-2021 17:52,3.75,15834,Mumbai,20.652,433.692,Female,Ewallet
610407,22727,Fresh Fruits,1,07-03-2021 17:52,3.75,15834,Mumbai,36.78,772.38,Female,Ewallet
610408,85086A,Soft Drinks,6,07-03-2021 17:52,0.85,15834,Mumbai,3.626,76.146,Female,Credit card
610409,21124,Chocolates,2,07-03-2021 17:52,1.25,15834,Mumbai,8.226,172.746,Female,Credit card
610410,21121,Breads & Buns,2,07-03-2021 17:52,1.25,15834,Mumbai,2.896,60.816,Female,Ewallet
610411,22813,Dals & Pulses,1,07-03-2021 17:52,1.95,15834,Mumbai,5.102,107.142,Male,Cash
610412,23184,Masalas,1,07-03-2021 17:52,4.95,15834,Mumbai,11.7375,246.4875,Female,Ewallet
610413,22367,Soft Drinks,1,07-03-2021 17:52,1.95,15834,Mumbai,21.595,453.495,Male,Ewallet
610414,22499,Masalas,2,07-03-2021 17:52,5.95,15834,Mumbai,35.69,749.49,Female,Cash
610415,22630,Fresh Fruits,3,07-03-2021 17:52,1.95,15834,Mumbai,28.116,590.436,Female,Cash
610416,22629,Soft Drinks,3,07-03-2021 17:52,1.95,15834,Mumbai,24.1255,506.6355,Female,Credit card
610417,22329,Health Drinks,1,07-03-2021 17:52,1.65,15834,Mumbai,21.783,457.443,Male,Credit card
610418,21043,Organic Staples,1,07-03-2021 17:52,1.95,15834,Mumbai,8.2005,172.2105,Male,Credit card
610419,21038,Fresh Vegetables,4,07-03-2021 17:52,0.79,15834,Mumbai,4.03,84.63,Female,Ewallet
610420,21040,Cookies,3,07-03-2021 17:52,0.79,15834,Mumbai,21.51,451.71,Male,Ewallet
610421,22467,Dals & Pulses,3,07-03-2021 17:52,2.55,15834,Mumbai,13.197,277.137,Male,Ewallet
610422,22781,Mutton,4,07-03-2021 17:52,7.65,15834,Mumbai,3.32,69.72,Male,Credit card
610423,23049,Health Drinks,3,07-03-2021 17:52,8.25,15834,Mumbai,8.64,181.44,Male,Ewallet
610424,22655,Dals & Pulses,1,07-03-2021 17:55,125,15834,Mumbai,13.2945,279.1845,Male,Ewallet
610425,22656,Edible Oil & Ghee,1,07-03-2021 17:55,125,15834,Mumbai,21.036,441.756,Female,Credit card
610426,21931,Atta & Flour,-1,08-03-2021 08:34,1.95,13345,Mumbai,1.676,35.196,Male,Cash
610427,22634,Noodles,-1,08-03-2021 08:34,9.95,13345,Mumbai,8.767,184.107,Female,Credit card
610428,22508,Fresh Fruits,4,08-03-2021 08:52,3.75,13468,Mumbai,22.09,463.89,Female,Cash
610429,85014B,Health Drinks,3,08-03-2021 08:52,5.95,13468,Mumbai,11.2005,235.2105,Male,Cash
610430,21181,Fresh Vegetables,12,08-03-2021 08:52,2.1,13468,Mumbai,23.5325,494.1825,Male,Credit card
610431,37449,Edible Oil & Ghee,2,08-03-2021 08:52,9.95,13468,Mumbai,35.1315,737.7615,Male,Cash
610432,84906,Breads & Buns,2,08-03-2021 08:52,5.95,13468,Mumbai,33.512,703.752,Male,Cash
610433,37446,Chocolates,8,08-03-2021 08:52,1.45,13468,Mumbai,9.658,202.818,Male,Credit card
610434,82599,Biscuits,12,08-03-2021 08:52,2.1,13468,Mumbai,19.884,417.564,Female,Ewallet
610435,22178,Health Drinks,12,08-03-2021 08:53,1.25,15234,Mumbai,3.406,71.526,Female,Ewallet
610436,84683,Biscuits,12,08-03-2021 08:53,1.25,15234,Mumbai,15.655,328.755,Male,Ewallet
610437,17136A,Chocolates,24,08-03-2021 08:53,0.08,15234,Mumbai,27.396,575.316,Female,Ewallet
610438,85099B,Atta & Flour,10,08-03-2021 08:53,1.95,15234,Mumbai,21.968,461.328,Female,Ewallet
610439,21314,Breads & Buns,8,08-03-2021 08:53,2.1,15234,Mumbai,12.048,253.008,Male,Cash
610440,21232,Cakes,12,08-03-2021 08:53,1.25,15234,Mumbai,4.336,91.056,Female,Ewallet
610441,21985,Fresh Fruits,24,08-03-2021 08:53,0.29,15234,Mumbai,5.611,117.831,Male,Cash
610442,22457,Eggs,6,08-03-2021 08:53,2.95,15234,Mumbai,20.736,435.456,Female,Cash
610443,22595,Spices,12,08-03-2021 08:53,0.85,15234,Mumbai,39.48,829.08,Female,Cash
610444,85123A,Mutton,6,08-03-2021 08:53,2.95,15234,Mumbai,1.537,32.277,Male,Cash
610445,72232,Organic Fruits,48,08-03-2021 08:53,0.19,15234,Mumbai,18.792,394.632,Female,Cash
610446,85016,Edible Oil & Ghee,6,08-03-2021 08:53,2.55,15234,Mumbai,25.5105,535.7205,Male,Credit card
610447,22980,Organic Fruits,12,08-03-2021 08:53,1.65,15234,Mumbai,9.0045,189.0945,Female,Ewallet
610448,22780,Biscuits,4,08-03-2021 08:53,4.25,15234,Mumbai,5.679,119.259,Male,Credit card
610449,22087,Noodles,6,08-03-2021 09:23,2.95,15764,Mumbai,41.315,867.615,Female,Ewallet
610450,23181,Noodles,2,08-03-2021 09:23,8.25,15764,Mumbai,31.99,671.79,Male,Cash
610451,22192,Soft Drinks,2,08-03-2021 09:23,8.5,15764,Mumbai,11.1475,234.0975,Female,Cash
610452,22191,Fresh Vegetables,2,08-03-2021 09:23,8.5,15764,Mumbai,3.574,75.054,Female,Ewallet
610453,23183,Fresh Fruits,4,08-03-2021 09:23,3.75,15764,Mumbai,0.7715,16.2015,Male,Credit card
610454,22726,Cakes,4,08-03-2021 09:23,3.75,15764,Mumbai,1.616,33.936,Male,Ewallet
610455,22725,Cookies,4,08-03-2021 09:23,3.75,15764,Mumbai,34.392,722.232,Female,Cash
610456,22729,Fresh Fruits,4,08-03-2021 09:23,3.75,15764,Mumbai,4.434,93.114,Male,Cash
610457,22979,Organic Staples,12,08-03-2021 09:23,1.45,15764,Mumbai,35.84,752.64,Male,Ewallet
610458,22720,Health Drinks,3,08-03-2021 09:23,4.95,15764,Mumbai,36.175,759.675,Female,Cash
610459,84378,Organic Vegetables,12,08-03-2021 09:23,1.25,15764,Mumbai,9.183,192.843,Male,Cash
610460,22960,Dals & Pulses,6,08-03-2021 09:23,4.25,15764,Mumbai,3.711,77.931,Female,Credit card
610461,22966,Soft Drinks,12,08-03-2021 09:23,1.25,15764,Mumbai,16.719,351.099,Male,Ewallet
610462,22993,Fresh Fruits,12,08-03-2021 09:23,1.25,15764,Mumbai,24.7815,520.4115,Female,Ewallet
610463,22961,Fresh Fruits,12,08-03-2021 09:23,1.45,15764,Mumbai,7.905,166.005,Male,Credit card
610464,22980,Health Drinks,12,08-03-2021 09:23,1.65,15764,Mumbai,15.148,318.108,Male,Cash
610465,22302,Noodles,6,08-03-2021 09:23,2.55,15764,Mumbai,7.935,166.635,Male,Cash
610466,22303,Edible Oil & Ghee,6,08-03-2021 09:23,2.55,15764,Mumbai,3.347,70.287,Female,Ewallet
610467,21175,Fish,6,08-03-2021 09:23,2.55,15764,Mumbai,29.283,614.943,Female,Ewallet
610468,21166,Chicken,12,08-03-2021 09:23,2.08,15764,Mumbai,39.385,827.085,Male,Cash
610469,21181,Edible Oil & Ghee,12,08-03-2021 09:23,2.1,15764,Mumbai,0.9165,19.2465,Female,Cash
610470,21844,Cookies,6,08-03-2021 09:23,2.95,15764,Mumbai,44.74,939.54,Male,Credit card
610471,22892,Breads & Buns,12,08-03-2021 09:23,1.25,15764,Mumbai,31.06,652.26,Male,Cash
610472,21539,Breads & Buns,3,08-03-2021 09:23,4.95,15764,Mumbai,7.278,152.838,Female,Ewallet
610473,85014B,Organic Fruits,3,08-03-2021 09:23,5.95,15764,Mumbai,22.773,478.233,Female,Cash
610474,84077,Spices,48,08-03-2021 09:23,0.29,15764,Mumbai,33.6015,705.6315,Male,Ewallet
610475,22621,Chicken,12,08-03-2021 09:23,1.45,15764,Mumbai,20.825,437.325,Female,Credit card
610476,21890,Fresh Fruits,6,08-03-2021 09:23,2.95,15764,Mumbai,22.068,463.428,Male,Credit card
610477,21891,Organic Staples,12,08-03-2021 09:23,1.25,15764,Mumbai,9.0045,189.0945,Female,Credit card
610478,21918,Spices,24,08-03-2021 09:23,0.42,15764,Mumbai,39.155,822.255,Female,Ewallet
610479,22197,Rice,12,08-03-2021 09:23,0.85,15764,Mumbai,5.095,106.995,Female,Cash
610480,21715,Noodles,8,08-03-2021 09:23,2.55,15764,Mumbai,29.757,624.897,Female,Credit card
