InvoiceNo,StockCode,ProductsCategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Cities,Tax 5%,Total,Gender,Payment
575733,22090,Food Grains,1,01-02-2021 11:51,2.95,14606,Mumbai,4.668,98.028,Male,Ewallet
575734,22445,"Eggs, Meat & Fish",1,01-02-2021 11:51,2.95,14606,Mumbai,11.4,239.4,Female,Cash
575735,21326,Fruits & Veggies,2,01-02-2021 11:51,0.65,14606,Mumbai,8.3355,175.0455,Male,Credit card
575736,22219,Snacks,1,01-02-2021 11:51,0.85,14606,Mumbai,34.87,732.27,Male,Credit card
575737,21210,"Eggs, Meat & Fish",2,01-02-2021 11:51,1.45,14606,Mumbai,19.452,408.492,Male,Ewallet
575738,22382,Snacks,1,01-02-2021 11:51,1.65,14606,Mumbai,18.263,383.523,Female,Cash
575739,22077,Fruits & Veggies,2,01-02-2021 11:51,1.65,14606,Mumbai,4.464,93.744,Female,Credit card
575740,21739,Beverages,1,01-02-2021 11:51,2.95,14606,Mumbai,8.4,176.4,Male,Ewallet
575741,22699,Fruits & Veggies,2,01-02-2021 11:51,2.95,14606,Mumbai,0.985,20.685,Male,Ewallet
575742,22697,Food Grains,2,01-02-2021 11:51,2.95,14606,Mumbai,26.558,557.718,Male,Ewallet
575743,21462,Snacks,1,01-02-2021 11:51,6.75,14606,Mumbai,2.686,56.406,Male,Ewallet
575744,21156,"Eggs, Meat & Fish",1,01-02-2021 11:51,1.95,14606,Mumbai,40.975,860.475,Male,Credit card
575745,21039,"Eggs, Meat & Fish",1,01-02-2021 11:51,2.55,14606,Mumbai,28.42,596.82,Female,Credit card
575746,22365,"Eggs, Meat & Fish",1,01-02-2021 11:51,7.95,14606,Mumbai,29.38,616.98,Male,Ewallet
575747,20662,Oil & Masala,1,01-02-2021 11:51,2.95,14606,Mumbai,36.624,769.104,Male,Ewallet
575748,20619,Beverages,1,01-02-2021 11:51,2.1,14606,Mumbai,42.282,887.922,Male,Cash
575749,20654,Food Grains,1,01-02-2021 11:51,1.25,14606,Mumbai,19.4635,408.7335,Male,Cash
575750,20617,Bakery,1,01-02-2021 11:51,2.1,14606,Mumbai,4.2415,89.0715,Male,Ewallet
575751,20657,"Eggs, Meat & Fish",2,01-02-2021 11:51,1.25,14606,Mumbai,7.163,150.423,Female,Ewallet
575752,21934,Snacks,1,01-02-2021 11:51,1.65,14606,Mumbai,3.769,79.149,Male,Ewallet
575753,21935,Food Grains,3,01-02-2021 11:51,1.65,14606,Mumbai,12.668,266.028,Female,Credit card
575754,22196,Beverages,1,01-02-2021 11:51,0.85,14606,Mumbai,1.921,40.341,Female,Cash
575755,21212,Bakery,2,01-02-2021 11:51,0.55,14606,Mumbai,32.615,684.915,Male,Credit card
575756,20996,Food Grains,5,01-02-2021 11:51,0.42,14606,Mumbai,2.6325,55.2825,Female,Credit card
575757,21442,"Eggs, Meat & Fish",1,01-02-2021 11:51,0.85,14606,Mumbai,5.5305,116.1405,Female,Credit card
575758,21671,Fruits & Veggies,1,01-02-2021 11:51,1.25,14606,Mumbai,28.4305,597.0405,Male,Cash
575759,21539,Oil & Masala,1,01-02-2021 11:51,4.95,14606,Mumbai,4.464,93.744,Female,Ewallet
575760,20749,"Eggs, Meat & Fish",1,01-02-2021 11:51,7.95,14606,Mumbai,6.82,143.22,Female,Credit card
575761,37446,Snacks,2,01-02-2021 11:51,1.45,14606,Mumbai,8.71,182.91,Female,Ewallet
575762,22363,"Eggs, Meat & Fish",1,01-02-2021 11:51,2.95,14606,Mumbai,18.32,384.72,Male,Ewallet
575763,22364,"Eggs, Meat & Fish",1,01-02-2021 11:51,2.95,14606,Mumbai,12.7305,267.3405,Female,Ewallet
575764,21260,"Eggs, Meat & Fish",1,01-02-2021 11:51,3.25,14606,Mumbai,38.916,817.236,Female,Credit card
575765,22358,Bakery,1,01-02-2021 11:51,2.95,14606,Mumbai,14.296,300.216,Female,Ewallet
575766,84988,Bakery,2,01-02-2021 11:51,1.45,14606,Mumbai,28.956,608.076,Female,Cash
575767,22332,Bakery,1,01-02-2021 11:51,1.65,14606,Mumbai,9.425,197.925,Male,Ewallet
575768,22497,Bakery,1,01-02-2021 11:51,4.25,14606,Mumbai,11.078,232.638,Female,Ewallet
575769,40016,Food Grains,48,01-02-2021 11:58,0.42,13494,Mumbai,38.6,810.6,Female,Credit card
575770,21463,Food Grains,2,01-02-2021 11:58,5.95,13494,Mumbai,36.065,757.365,Male,Credit card
575771,21464,Bakery,2,01-02-2021 11:58,4.25,13494,Mumbai,25.552,536.592,Female,Ewallet
575772,21385,Fruits & Veggies,24,01-02-2021 11:58,0.85,13494,Mumbai,2.6725,56.1225,Female,Ewallet
575773,21934,Snacks,10,01-02-2021 11:58,1.65,13494,Mumbai,11.1,233.1,Male,Credit card
575774,20727,Beverages,10,01-02-2021 11:58,1.65,13494,Mumbai,38.184,801.864,Female,Ewallet
575775,85014A,"Eggs, Meat & Fish",3,01-02-2021 11:58,5.95,13494,Mumbai,11.409,239.589,Female,Credit card
575776,85014B,Food Grains,3,01-02-2021 11:58,5.95,13494,Mumbai,4.107,86.247,Male,Cash
575777,20679,Fruits & Veggies,3,01-02-2021 11:58,5.95,13494,Mumbai,19.128,401.688,Female,Cash
575778,15056N,Bakery,3,01-02-2021 11:58,5.95,13494,Mumbai,3.429,72.009,Female,Cash
575779,15056BL,Beverages,3,01-02-2021 11:58,5.95,13494,Mumbai,19.108,401.268,Female,Ewallet
575780,15056P,Food Grains,3,01-02-2021 11:58,5.95,13494,Mumbai,30.0545,631.1445,Female,Credit card
575781,15044D,Fruits & Veggies,6,01-02-2021 11:58,2.95,13494,Mumbai,23.7965,499.7265,Female,Ewallet
575782,15044C,Oil & Masala,6,01-02-2021 11:58,2.95,13494,Mumbai,2.621,55.041,Female,Credit card
575783,15044B,Snacks,12,01-02-2021 11:58,2.95,13494,Mumbai,6.565,137.865,Male,Cash
575784,15044A,"Eggs, Meat & Fish",6,01-02-2021 11:58,2.95,13494,Mumbai,7.215,151.515,Female,Credit card
575785,15036,Fruits & Veggies,12,01-02-2021 11:58,0.75,13494,Mumbai,22.8585,480.0285,Male,Credit card
575786,22327,Snacks,6,01-02-2021 11:58,2.95,13494,Mumbai,4.669,98.049,Male,Cash
575787,22222,Beverages,24,01-02-2021 12:03,1.95,13802,Mumbai,6.3125,132.5625,Male,Cash
575788,22223,Snacks,24,01-02-2021 12:03,1.95,13802,Mumbai,39.5415,830.3715,Male,Ewallet
575789,22343,Food Grains,24,01-02-2021 12:03,0.21,13802,Mumbai,8.72,183.12,Male,Cash
575790,22377,Snacks,20,01-02-2021 12:03,0.85,13802,Mumbai,18.952,397.992,Female,Ewallet
575791,22481,Bakery,24,01-02-2021 12:03,0.42,13802,Mumbai,1.531,32.151,Female,Credit card
575792,22701,Bakery,24,01-02-2021 12:03,0.85,13802,Mumbai,17.604,369.684,Female,Cash
575793,84821,"Eggs, Meat & Fish",24,01-02-2021 12:03,0.21,13802,Mumbai,2.54,53.34,Female,Ewallet
575794,84817,Fruits & Veggies,24,01-02-2021 12:03,0.42,13802,Mumbai,26.103,548.163,Male,Credit card
575795,48184,Snacks,10,01-02-2021 12:03,6.75,13802,Mumbai,28.756,603.876,Male,Ewallet
575796,21154,"Eggs, Meat & Fish",200,01-02-2021 12:03,1.06,13802,Mumbai,2.7475,57.6975,Female,Credit card
575797,21955,Beverages,10,01-02-2021 12:03,6.75,13802,Mumbai,9.0705,190.4805,Male,Credit card
575798,48187,Food Grains,10,01-02-2021 12:03,6.75,13802,Mumbai,20.6185,432.9885,Male,Ewallet
575799,22178,Snacks,12,01-02-2021 12:03,1.25,13802,Mumbai,2.3205,48.7305,Male,Credit card
575800,84509A,Oil & Masala,4,01-02-2021 12:03,3.75,13802,Mumbai,13.71,287.91,Male,Credit card
575801,85099B,Fruits & Veggies,100,01-02-2021 12:03,1.65,13802,Mumbai,48.685,1022.385,Female,Credit card
575802,84819,Snacks,16,01-02-2021 12:03,0.85,13802,Mumbai,32.41,680.61,Male,Credit card
575803,20725,Beverages,100,01-02-2021 12:03,1.45,13802,Mumbai,4.661,97.881,Female,Credit card
575804,22700,Oil & Masala,24,01-02-2021 12:03,0.85,13802,Mumbai,2.718,57.078,Male,Ewallet
575805,84596E,Food Grains,8,01-02-2021 12:03,1.25,13802,Mumbai,3.0435,63.9135,Female,Cash
575806,84596F,Bakery,8,01-02-2021 12:03,1.25,13802,Mumbai,12.245,257.145,Female,Cash
575807,22168,Fruits & Veggies,2,01-02-2021 12:08,8.5,12929,Mumbai,4.639,97.419,Male,Credit card
575808,22838,"Eggs, Meat & Fish",1,01-02-2021 12:08,14.95,12929,Mumbai,21.6725,455.1225,Male,Ewallet
575809,22427,Fruits & Veggies,3,01-02-2021 12:08,5.95,12929,Mumbai,6.903,144.963,Male,Ewallet
575810,22456,Oil & Masala,3,01-02-2021 12:08,4.95,12929,Mumbai,12.08,253.68,Female,Ewallet
575811,22962,Beverages,12,01-02-2021 12:08,0.85,12929,Mumbai,23.5865,495.3165,Male,Ewallet
575812,22963,Fruits & Veggies,12,01-02-2021 12:08,0.85,12929,Mumbai,22.032,462.672,Female,Cash
575813,22654,Bakery,3,01-02-2021 12:08,5.95,12929,Mumbai,34.0155,714.3255,Female,Cash
575814,22605,Beverages,1,01-02-2021 12:08,14.95,12929,Mumbai,15.494,325.374,Female,Cash
575815,85063,Bakery,-2,01-02-2021 12:14,14.95,15311,Mumbai,9.318,195.678,Female,Credit card
575816,35004G,Snacks,-2,01-02-2021 12:14,1.95,15311,Mumbai,10.046,210.966,Female,Cash
575817,35004C,Food Grains,-2,01-02-2021 12:14,4.65,15311,Mumbai,0.8875,18.6375,Female,Cash
575818,21231,Beverages,4,01-02-2021 12:22,1.25,,Mumbai,31.09,652.89,Female,Ewallet
575819,21232,Bakery,4,01-02-2021 12:22,1.25,,Mumbai,4.3,90.3,Male,Ewallet
575820,22066,Bakery,4,01-02-2021 12:22,1.45,,Mumbai,20.13,422.73,Female,Credit card
575821,22951,Oil & Masala,1,01-02-2021 12:22,0.55,,Mumbai,16.2425,341.0925,Female,Credit card
575822,22417,Beverages,1,01-02-2021 12:22,0.55,,Mumbai,4.7575,99.9075,Male,Cash
575823,22131,Food Grains,2,01-02-2021 12:22,1.95,,Mumbai,19.448,408.408,Female,Cash
575824,22173,Fruits & Veggies,2,01-02-2021 12:22,2.95,,Mumbai,21.284,446.964,Female,Ewallet
575825,22212,Food Grains,2,01-02-2021 12:22,2.1,,Mumbai,15.904,333.984,Female,Cash
575826,22196,Bakery,4,01-02-2021 12:22,0.85,,Mumbai,13.552,284.592,Male,Ewallet
575827,22195,Bakery,2,01-02-2021 12:22,1.65,,Mumbai,19.232,403.872,Male,Credit card
575828,48138,Beverages,1,01-02-2021 12:22,7.95,,Mumbai,11.79,247.59,Male,Credit card
575829,21955,Fruits & Veggies,1,01-02-2021 12:22,7.95,,Mumbai,10.578,222.138,Male,Ewallet
575830,48187,Fruits & Veggies,1,01-02-2021 12:22,7.95,,Mumbai,4.768,100.128,Female,Credit card
575831,21524,"Eggs, Meat & Fish",1,01-02-2021 12:22,7.95,,Mumbai,0.5085,10.6785,Male,Cash
575832,22630,Snacks,3,01-02-2021 12:22,1.95,,Mumbai,10.3065,216.4365,Female,Cash
575833,22629,Bakery,3,01-02-2021 12:22,1.95,,Mumbai,21.028,441.588,Female,Credit card
575834,22131,Snacks,2,01-02-2021 12:22,1.95,,Mumbai,4.402,92.442,Female,Credit card
575835,21947,Beverages,2,01-02-2021 12:22,1.25,,Mumbai,32.4495,681.4395,Female,Credit card
575836,21355,Beverages,4,01-02-2021 12:22,1.25,,Mumbai,6.192,130.032,Male,Credit card
575837,84050,Beverages,4,01-02-2021 12:22,1.65,,Mumbai,32.475,681.975,Male,Cash
575838,21985,Food Grains,12,01-02-2021 12:22,0.29,,Mumbai,37.11,779.31,Female,Credit card
575839,22147,"Eggs, Meat & Fish",4,01-02-2021 12:22,1.45,,Mumbai,4.224,88.704,Male,Cash
575840,22667,Fruits & Veggies,2,01-02-2021 12:22,2.95,,Mumbai,12.514,262.794,Male,Cash
575841,22665,Food Grains,2,01-02-2021 12:22,2.95,,Mumbai,4.74,99.54,Female,Cash
575842,84992,Oil & Masala,2,01-02-2021 12:22,0.55,,Mumbai,4.565,95.865,Male,Ewallet
575843,22662,Snacks,4,01-02-2021 12:22,1.65,,Mumbai,14.2555,299.3655,Female,Ewallet
575844,20728,Bakery,2,01-02-2021 12:22,1.65,,Mumbai,2.619,54.999,Male,Cash
575845,22382,"Eggs, Meat & Fish",2,01-02-2021 12:22,1.65,,Mumbai,9.635,202.335,Male,Ewallet
575846,22424,Fruits & Veggies,1,01-02-2021 12:25,12.75,16419,Mumbai,13.389,281.169,Male,Credit card
575847,22426,Food Grains,2,01-02-2021 12:25,3.75,16419,Mumbai,27.935,586.635,Male,Cash
575848,20846,Fruits & Veggies,7,01-02-2021 12:25,1.25,16419,Mumbai,8.766,184.086,Female,Ewallet
575849,22842,Food Grains,2,01-02-2021 12:25,6.75,16419,Mumbai,7.791,163.611,Male,Cash
575850,22801,Food Grains,3,01-02-2021 12:25,3.75,16419,Mumbai,3.015,63.315,Male,Cash
575851,22800,Beverages,8,01-02-2021 12:25,3.75,16419,Mumbai,3.947,82.887,Female,Credit card
575852,21662,"Eggs, Meat & Fish",2,01-02-2021 12:25,5.95,16419,Mumbai,1.487,31.227,Female,Credit card
575853,84947,Food Grains,6,01-02-2021 12:25,1.25,16419,Mumbai,1.066,22.386,Male,Cash
575854,84836,Snacks,12,01-02-2021 12:25,1.25,16419,Mumbai,14.067,295.407,Male,Credit card
575855,20801,Bakery,3,01-02-2021 12:25,2.55,16419,Mumbai,3.663,76.923,Male,Ewallet
575856,84801B,Snacks,6,01-02-2021 12:25,2.1,16419,Mumbai,1.119,23.499,Female,Credit card
575857,84805A,Snacks,6,01-02-2021 12:25,3.75,16419,Mumbai,32.796,688.716,Female,Cash
575858,84879,"Eggs, Meat & Fish",24,01-02-2021 12:25,1.69,16419,Mumbai,29.73,624.33,Female,Cash
575859,84974,Oil & Masala,2,01-02-2021 12:25,9.95,16419,Mumbai,3.705,77.805,Male,Cash
575860,22082,Food Grains,10,01-02-2021 12:25,1.65,16419,Mumbai,9.848,206.808,Female,Ewallet
575861,82484,Beverages,2,01-02-2021 12:25,6.45,16419,Mumbai,18.6165,390.9465,Male,Ewallet
575862,21034,Bakery,2,01-02-2021 12:25,0.95,16419,Mumbai,26.395,554.295,Female,Ewallet
575863,22296,Oil & Masala,24,01-02-2021 12:27,1.65,17035,Mumbai,23.9875,503.7375,Female,Ewallet
575864,22424,"Eggs, Meat & Fish",1,01-02-2021 12:27,12.75,17035,Mumbai,16.4295,345.0195,Female,Cash
575865,22723,Snacks,4,01-02-2021 12:27,3.95,17035,Mumbai,8.448,177.408,Male,Cash
575866,82484,Bakery,3,01-02-2021 12:27,6.45,17035,Mumbai,5.662,118.902,Female,Cash
575867,82494L,Beverages,6,01-02-2021 12:27,2.95,17035,Mumbai,17.277,362.817,Male,Cash
575868,22767,"Eggs, Meat & Fish",2,01-02-2021 12:27,9.95,17035,Mumbai,21.4335,450.1035,Female,Cash
575869,84510A,Oil & Masala,10,01-02-2021 12:27,1.25,17035,Mumbai,4.3135,90.5835,Female,Ewallet
575870,84510C,Food Grains,10,01-02-2021 12:27,1.25,17035,Mumbai,1.276,26.796,Male,Ewallet
575871,85232D,Beverages,3,01-02-2021 12:27,4.95,17035,Mumbai,5.076,106.596,Female,Credit card
575872,79191C,Snacks,12,01-02-2021 12:27,0.85,17035,Mumbai,17.8745,375.3645,Female,Cash
575873,79191D,Food Grains,12,01-02-2021 12:27,0.85,17035,Mumbai,11.9385,250.7085,Female,Cash
575874,84879,Beverages,8,01-02-2021 12:27,1.69,17035,Mumbai,5.0715,106.5015,Male,Ewallet
575875,21244,Oil & Masala,8,01-02-2021 12:27,1.69,17035,Mumbai,36.212,760.452,Male,Credit card
575876,21242,Food Grains,8,01-02-2021 12:27,1.69,17035,Mumbai,6.282,131.922,Female,Ewallet
575877,20675,Bakery,8,01-02-2021 12:27,1.25,17035,Mumbai,3.6465,76.5765,Male,Credit card
575878,20676,"Eggs, Meat & Fish",8,01-02-2021 12:27,1.25,17035,Mumbai,12.918,271.278,Male,Ewallet
575879,21240,Bakery,8,01-02-2021 12:27,0.85,17035,Mumbai,8.687,182.427,Male,Credit card
575880,21238,"Eggs, Meat & Fish",8,01-02-2021 12:27,0.85,17035,Mumbai,2.825,59.325,Male,Ewallet
575881,22817,Beverages,12,01-02-2021 12:29,0.42,15203,Mumbai,10.715,225.015,Female,Cash
575882,22029,"Eggs, Meat & Fish",12,01-02-2021 12:29,0.42,15203,Mumbai,26.718,561.078,Male,Cash
575883,22045,Oil & Masala,25,01-02-2021 12:29,0.42,15203,Mumbai,4.658,97.818,Male,Credit card
575884,21498,Bakery,25,01-02-2021 12:29,0.42,15203,Mumbai,26.104,548.184,Male,Ewallet
575885,22380,Oil & Masala,5,01-02-2021 12:29,2.1,15203,Mumbai,2.6175,54.9675,Male,Cash
575886,22664,Bakery,5,01-02-2021 12:29,2.1,15203,Mumbai,1.9875,41.7375,Male,Cash
575887,22381,Bakery,5,01-02-2021 12:29,2.1,15203,Mumbai,36.008,756.168,Female,Credit card
575888,22379,Fruits & Veggies,5,01-02-2021 12:29,2.1,15203,Mumbai,4.84,101.64,Female,Ewallet
575889,22662,Oil & Masala,10,01-02-2021 12:29,1.65,15203,Mumbai,16.605,348.705,Female,Ewallet
575890,20725,"Eggs, Meat & Fish",10,01-02-2021 12:29,1.65,15203,Mumbai,4.072,85.512,Female,Credit card
575891,20719,"Eggs, Meat & Fish",10,01-02-2021 12:29,0.85,15203,Mumbai,15.995,335.895,Male,Credit card
575892,22356,"Eggs, Meat & Fish",10,01-02-2021 12:29,0.85,15203,Mumbai,10.326,216.846,Female,Ewallet
575893,22230,Food Grains,12,01-02-2021 12:29,0.85,15203,Mumbai,8.334,175.014,Female,Cash
575894,20713,"Eggs, Meat & Fish",10,01-02-2021 12:29,1.95,15203,Mumbai,15.953,335.013,Male,Cash
575895,85099C,Bakery,10,01-02-2021 12:29,1.95,15203,Mumbai,4.395,92.295,Male,Ewallet
575896,85099B,Bakery,10,01-02-2021 12:29,1.95,15203,Mumbai,36.735,771.435,Female,Ewallet
575897,21508,Food Grains,12,01-02-2021 12:29,0.42,15203,Mumbai,4.876,102.396,Female,Ewallet
575898,22037,Fruits & Veggies,12,01-02-2021 12:29,0.42,15203,Mumbai,38.46,807.66,Male,Ewallet
575899,22815,Bakery,12,01-02-2021 12:29,0.42,15203,Mumbai,20.915,439.215,Female,Cash
575900,22983,Beverages,12,01-02-2021 12:29,0.42,15203,Mumbai,23.164,486.444,Female,Cash
575901,21499,Snacks,25,01-02-2021 12:33,0.42,,Mumbai,23.1225,485.5725,Female,Credit card
575902,23230,Beverages,25,01-02-2021 12:33,0.42,,Mumbai,7.095,148.995,Male,Cash
575903,22151,Oil & Masala,72,01-02-2021 12:42,0.42,15939,Mumbai,15.135,317.835,Male,Credit card
575904,72351A,"Eggs, Meat & Fish",72,01-02-2021 12:42,2.1,15939,Mumbai,39.664,832.944,Male,Credit card
575905,72351B,Fruits & Veggies,72,01-02-2021 12:42,2.1,15939,Mumbai,21.259,446.439,Male,Ewallet
575906,84970L,"Eggs, Meat & Fish",12,01-02-2021 12:42,0.95,15939,Mumbai,14.181,297.801,Female,Cash
575907,84970S,Oil & Masala,12,01-02-2021 12:42,0.85,15939,Mumbai,29.96,629.16,Male,Cash
575908,22242,Bakery,-19,01-02-2021 12:52,0,,Mumbai,15.768,331.128,Male,Ewallet
575909,22242,Food Grains,10,01-02-2021 12:53,0,,Mumbai,20.178,423.738,Female,Credit card
575910,22189,Bakery,1,01-02-2021 12:54,3.95,14587,Mumbai,9.194,193.074,Male,Ewallet
575911,84884A,Oil & Masala,2,01-02-2021 12:54,3.95,14587,Mumbai,6.9325,145.5825,Female,Credit card
575912,22156,Food Grains,2,01-02-2021 12:54,0.85,14587,Mumbai,4.0355,84.7455,Male,Cash
575913,35961,"Eggs, Meat & Fish",2,01-02-2021 12:54,0.85,14587,Mumbai,5.832,122.472,Female,Ewallet
575914,82494L,Food Grains,1,01-02-2021 12:54,2.95,14587,Mumbai,15.676,329.196,Female,Cash
575915,21559,Fruits & Veggies,1,01-02-2021 12:54,2.55,14587,Mumbai,42.305,888.405,Male,Credit card
575916,22524,Fruits & Veggies,2,01-02-2021 12:54,1.25,14587,Mumbai,20.72,435.12,Female,Credit card
575917,22521,Fruits & Veggies,1,01-02-2021 12:54,0.85,14587,Mumbai,7.954,167.034,Female,Ewallet
575918,22523,Oil & Masala,1,01-02-2021 12:54,0.85,14587,Mumbai,24.505,514.605,Female,Credit card
575919,22525,Snacks,2,01-02-2021 12:54,1.25,14587,Mumbai,4.3725,91.8225,Female,Credit card
575920,22522,Beverages,2,01-02-2021 12:54,0.85,14587,Mumbai,11.226,235.746,Female,Ewallet
575921,22520,Beverages,2,01-02-2021 12:54,0.85,14587,Mumbai,37.248,782.208,Female,Cash
575922,85061W,Oil & Masala,4,01-02-2021 12:54,0.85,14587,Mumbai,20.536,431.256,Male,Ewallet
575923,22297,Bakery,4,01-02-2021 12:54,1.25,14587,Mumbai,14.94,313.74,Female,Cash
575924,22639,Fruits & Veggies,2,01-02-2021 12:54,2.55,14587,Mumbai,10.647,223.587,Female,Cash
575925,22296,Fruits & Veggies,4,01-02-2021 12:54,1.65,14587,Mumbai,2.1425,44.9925,Male,Credit card
575926,22469,Bakery,4,01-02-2021 12:54,1.65,14587,Mumbai,18.934,397.614,Female,Cash
575927,21078,"Eggs, Meat & Fish",1,01-02-2021 12:54,0.85,14587,Mumbai,10.3455,217.2555,Male,Ewallet
575928,21975,"Eggs, Meat & Fish",1,01-02-2021 12:54,0.55,14587,Mumbai,3.939,82.719,Female,Ewallet
575929,21213,Bakery,1,01-02-2021 12:54,0.55,14587,Mumbai,16.1055,338.2155,Female,Credit card
575930,84997C,Fruits & Veggies,1,01-02-2021 12:54,3.75,14587,Mumbai,4.911,103.131,Female,Cash
575931,84997D,Beverages,2,01-02-2021 12:54,3.75,14587,Mumbai,1.273,26.733,Female,Credit card
575932,84997B,Oil & Masala,1,01-02-2021 12:54,3.75,14587,Mumbai,29.099,611.079,Female,Credit card
575933,21733,Bakery,2,01-02-2021 12:54,2.95,14587,Mumbai,10.566,221.886,Female,Ewallet
575934,22423,Fruits & Veggies,3,01-02-2021 12:54,12.75,14587,Mumbai,2.756,57.876,Female,Ewallet
575935,22457,Bakery,3,01-02-2021 12:54,2.95,14587,Mumbai,4.4155,92.7255,Male,Credit card
575936,21754,Food Grains,1,01-02-2021 12:54,5.95,14587,Mumbai,17.829,374.409,Female,Credit card
575937,21363,Beverages,1,01-02-2021 12:54,4.95,14587,Mumbai,39.7125,833.9625,Female,Credit card
575938,22699,Bakery,2,01-02-2021 12:54,2.95,14587,Mumbai,2.531,53.151,Male,Ewallet
575939,22697,Fruits & Veggies,2,01-02-2021 12:54,2.95,14587,Mumbai,29.976,629.496,Male,Ewallet
575940,22162,Beverages,-40,01-02-2021 12:55,0,,Mumbai,8.335,175.035,Female,Credit card
575941,21448,Snacks,-40,01-02-2021 13:07,0,,Mumbai,37.22,781.62,Female,Ewallet
575942,84748,Bakery,-52,01-02-2021 13:08,0,,Mumbai,22.428,470.988,Male,Ewallet
575943,84465,Oil & Masala,-6,01-02-2021 13:08,0,,Mumbai,18.945,397.845,Female,Ewallet
575944,22857,Bakery,42,01-02-2021 13:09,0.85,16515,Mumbai,12.858,270.018,Male,Ewallet
575945,22961,Fruits & Veggies,2,01-02-2021 13:09,1.45,16515,Mumbai,27.6115,579.8415,Female,Ewallet
575946,22084,Bakery,2,01-02-2021 13:09,2.95,16515,Mumbai,22.37,469.77,Female,Cash
575947,22977,"Eggs, Meat & Fish",2,01-02-2021 13:09,1.25,16515,Mumbai,13.8135,290.0835,Female,Cash
575948,22967,Food Grains,4,01-02-2021 13:09,2.95,16515,Mumbai,17.187,360.927,Female,Ewallet
575949,21383,Fruits & Veggies,1,01-02-2021 13:09,0.65,16515,Mumbai,13.304,279.384,Male,Ewallet
575950,85187,Oil & Masala,1,01-02-2021 13:09,1.65,16515,Mumbai,44.919,943.299,Male,Cash
575951,84378,"Eggs, Meat & Fish",6,01-02-2021 13:09,1.25,16515,Mumbai,22.84,479.64,Female,Ewallet
575952,85206A,"Eggs, Meat & Fish",3,01-02-2021 13:09,1.65,16515,Mumbai,12.6975,266.6475,Male,Credit card
575953,84879,Fruits & Veggies,24,01-02-2021 13:09,1.69,16515,Mumbai,3.528,74.088,Male,Cash
575954,84974,Bakery,2,01-02-2021 13:09,9.95,16515,Mumbai,32.858,690.018,Female,Credit card
575955,84947,"Eggs, Meat & Fish",18,01-02-2021 13:09,1.25,16515,Mumbai,8.425,176.925,Male,Credit card
575956,22962,Oil & Masala,12,01-02-2021 13:09,0.85,16515,Mumbai,2.689,56.469,Male,Ewallet
575957,22963,Beverages,12,01-02-2021 13:09,0.85,16515,Mumbai,8.9525,188.0025,Male,Ewallet
575958,21439,"Eggs, Meat & Fish",1,01-02-2021 13:09,1.25,16515,Mumbai,10.572,222.012,Female,Ewallet
575959,21034,Beverages,1,01-02-2021 13:09,0.95,16515,Mumbai,5.9865,125.7165,Male,Ewallet
575960,21613,Beverages,12,01-02-2021 13:09,2.95,16515,Mumbai,3.285,68.985,Female,Ewallet
575961,21609,Food Grains,12,01-02-2021 13:09,2.95,16515,Mumbai,12.57,263.97,Female,Ewallet
575962,21711,Food Grains,1,01-02-2021 13:09,4.95,16515,Mumbai,4.208,88.368,Female,Cash
575963,22255,Food Grains,1,01-02-2021 13:09,0.85,16515,Mumbai,19.773,415.233,Male,Cash
575964,22096,"Eggs, Meat & Fish",1,01-02-2021 13:09,1.25,16515,Mumbai,14.8995,312.8895,Female,Cash
575965,84970S,Fruits & Veggies,24,01-02-2021 13:09,0.85,16515,Mumbai,22.7205,477.1305,Male,Cash
575966,21621,Bakery,2,01-02-2021 13:09,8.5,16515,Mumbai,13.806,289.926,Male,Cash
575967,22933,Oil & Masala,2,01-02-2021 13:09,2.95,16515,Mumbai,7.9,165.9,Female,Cash
575968,21383,Food Grains,1,01-02-2021 13:09,0.65,16515,Mumbai,44.397,932.337,Female,Cash
575969,22931,Snacks,1,01-02-2021 13:09,2.55,16515,Mumbai,4.599,96.579,Male,Cash
575970,22148,Beverages,4,01-02-2021 13:09,1.95,16515,Mumbai,2.089,43.869,Male,Cash
575971,22727,Beverages,1,01-02-2021 13:09,3.75,16515,Mumbai,0.775,16.275,Female,Credit card
575972,21731,Snacks,1,01-02-2021 13:09,1.65,16515,Mumbai,14.523,304.983,Male,Cash
575973,22466,"Eggs, Meat & Fish",1,01-02-2021 13:09,1.95,16515,Mumbai,3.333,69.993,Male,Credit card
575974,21034,"Eggs, Meat & Fish",2,01-02-2021 13:09,0.95,16515,Mumbai,3.827,80.367,Female,Credit card
575975,20713,Beverages,10,01-02-2021 13:10,1.95,12373,Coimbatore,14.985,314.685,Female,Ewallet
575976,21931,Beverages,20,01-02-2021 13:10,1.95,12373,Coimbatore,12.1515,255.1815,Male,Credit card
575977,22553,"Eggs, Meat & Fish",12,01-02-2021 13:10,1.65,12373,Coimbatore,2.37,49.77,Female,Cash
575978,20724,Fruits & Veggies,30,01-02-2021 13:10,0.85,12373,Coimbatore,8.6225,181.0725,Female,Credit card
575979,20719,"Eggs, Meat & Fish",20,01-02-2021 13:10,0.85,12373,Coimbatore,42.315,888.615,Female,Credit card
